protocol_family,path,t,price
continuous_argmax,continuous_argmax,91,1201.437744140625
continuous_argmax,continuous_argmax,92,1201.7374267578125
continuous_argmax,continuous_argmax,93,1201.923583984375
continuous_argmax,continuous_argmax,94,1202.0291748046875
continuous_argmax,continuous_argmax,95,1202.0992431640625
continuous_argmax,continuous_argmax,96,1202.1375732421875
continuous_argmax,continuous_argmax,97,1202.158935546875
continuous_argmax,continuous_argmax,98,1202.158935546875
continuous_argmax,continuous_argmax,99,1203.756103515625
continuous_argmax,continuous_argmax,100,1204.658203125
continuous_argmax,continuous_argmax,101,1205.166748046875
continuous_argmax,continuous_argmax,102,1205.456787109375
continuous_argmax,continuous_argmax,103,1205.627685546875
continuous_argmax,continuous_argmax,104,1205.7247314453125
continuous_argmax,continuous_argmax,105,1205.7911376953125
continuous_argmax,continuous_argmax,106,1205.8326416015625
continuous_argmax,continuous_argmax,107,1205.8582763671875
continuous_argmax,continuous_argmax,108,1205.8582763671875
continuous_argmax,continuous_argmax,109,1207.3851318359375
continuous_argmax,continuous_argmax,110,1208.2396240234375
continuous_argmax,continuous_argmax,111,1208.6915283203125
continuous_argmax,continuous_argmax,112,1208.9737548828125
continuous_argmax,continuous_argmax,113,1209.147216796875
continuous_argmax,continuous_argmax,114,1209.2513427734375
continuous_argmax,continuous_argmax,115,1209.31591796875
continuous_argmax,continuous_argmax,116,1209.3524169921875
continuous_argmax,continuous_argmax,117,1209.3782958984375
continuous_argmax,continuous_argmax,118,1209.3782958984375
continuous_argmax,continuous_argmax,119,1210.8380126953125
continuous_argmax,continuous_argmax,120,1211.66015625
continuous_argmax,continuous_argmax,121,1212.126953125
continuous_argmax,continuous_argmax,122,1212.3896484375
continuous_argmax,continuous_argmax,123,1212.5440673828125
continuous_argmax,continuous_argmax,124,1212.6368408203125
continuous_argmax,continuous_argmax,125,1212.6947021484375
continuous_argmax,continuous_argmax,126,1212.7315673828125
continuous_argmax,continuous_argmax,127,1212.75341796875
continuous_argmax,continuous_argmax,128,1212.75341796875
continuous_argmax,continuous_argmax,129,1214.1514892578125
continuous_argmax,continuous_argmax,130,1214.9461669921875
continuous_argmax,continuous_argmax,131,1215.3583984375
continuous_argmax,continuous_argmax,132,1215.6221923828125
continuous_argmax,continuous_argmax,133,1215.7841796875
continuous_argmax,continuous_argmax,134,1215.884033203125
continuous_argmax,continuous_argmax,135,1215.9412841796875
continuous_argmax,continuous_argmax,136,1215.9783935546875
continuous_argmax,continuous_argmax,137,1216.00537109375
continuous_argmax,continuous_argmax,138,1216.00537109375
continuous_argmax,continuous_argmax,139,1217.367919921875
continuous_argmax,continuous_argmax,140,1218.1376953125
continuous_argmax,continuous_argmax,141,1218.5703125
continuous_argmax,continuous_argmax,142,1218.81396484375
continuous_argmax,continuous_argmax,143,1218.9595947265625
continuous_argmax,continuous_argmax,144,1219.0458984375
continuous_argmax,continuous_argmax,145,1219.0994873046875
continuous_argmax,continuous_argmax,146,1219.131591796875
continuous_argmax,continuous_argmax,147,1219.1485595703125
continuous_argmax,continuous_argmax,148,1219.1485595703125
continuous_argmax,continuous_argmax,149,1220.4700927734375
continuous_argmax,continuous_argmax,150,1221.215576171875
continuous_argmax,continuous_argmax,151,1221.639404296875
continuous_argmax,continuous_argmax,152,1221.8804931640625
continuous_argmax,continuous_argmax,153,1222.0230712890625
continuous_argmax,continuous_argmax,154,1222.1094970703125
continuous_argmax,continuous_argmax,155,1222.1549072265625
continuous_argmax,continuous_argmax,156,1222.1844482421875
continuous_argmax,continuous_argmax,157,1222.203857421875
continuous_argmax,continuous_argmax,158,1222.203857421875
continuous_argmax,continuous_argmax,159,1223.4881591796875
continuous_argmax,continuous_argmax,160,1224.215576171875
continuous_argmax,continuous_argmax,161,1224.6236572265625
continuous_argmax,continuous_argmax,162,1224.858154296875
continuous_argmax,continuous_argmax,163,1224.998046875
continuous_argmax,continuous_argmax,164,1225.0814208984375
continuous_argmax,continuous_argmax,165,1225.127685546875
continuous_argmax,continuous_argmax,166,1225.1590576171875
continuous_argmax,continuous_argmax,167,1225.1724853515625
continuous_argmax,continuous_argmax,168,1225.1724853515625
continuous_argmax,continuous_argmax,169,1226.4246826171875
continuous_argmax,continuous_argmax,170,1227.1373291015625
continuous_argmax,continuous_argmax,171,1227.53564453125
continuous_argmax,continuous_argmax,172,1227.765625
continuous_argmax,continuous_argmax,173,1227.9012451171875
continuous_argmax,continuous_argmax,174,1227.980712890625
continuous_argmax,continuous_argmax,175,1228.025390625
continuous_argmax,continuous_argmax,176,1228.056884765625
continuous_argmax,continuous_argmax,177,1228.0748291015625
continuous_argmax,continuous_argmax,178,1228.0748291015625
continuous_argmax,continuous_argmax,179,1229.3033447265625
continuous_argmax,continuous_argmax,180,1229.9896240234375
continuous_argmax,continuous_argmax,181,1230.3792724609375
continuous_argmax,continuous_argmax,182,1230.599609375
continuous_argmax,continuous_argmax,183,1230.732177734375
continuous_argmax,continuous_argmax,184,1230.807861328125
continuous_argmax,continuous_argmax,185,1230.8568115234375
continuous_argmax,continuous_argmax,186,1230.886962890625
continuous_argmax,continuous_argmax,187,1230.9068603515625
continuous_argmax,continuous_argmax,188,1230.9068603515625
continuous_argmax,continuous_argmax,189,1232.110595703125
continuous_argmax,continuous_argmax,190,1232.7943115234375
continuous_argmax,continuous_argmax,191,1233.185302734375
continuous_argmax,continuous_argmax,192,1233.4056396484375
continuous_argmax,continuous_argmax,193,1233.5379638671875
continuous_argmax,continuous_argmax,194,1233.61669921875
continuous_argmax,continuous_argmax,195,1233.663818359375
continuous_argmax,continuous_argmax,196,1233.693359375
continuous_argmax,continuous_argmax,197,1233.712646484375
continuous_argmax,continuous_argmax,198,1233.712646484375
continuous_argmax,continuous_argmax,199,1234.8922119140625
continuous_argmax,continuous_argmax,200,1235.56005859375
continuous_argmax,continuous_argmax,201,1235.9364013671875
continuous_argmax,continuous_argmax,202,1236.1513671875
continuous_argmax,continuous_argmax,203,1236.278076171875
continuous_argmax,continuous_argmax,204,1236.3544921875
continuous_argmax,continuous_argmax,205,1236.403076171875
continuous_argmax,continuous_argmax,206,1236.430419921875
continuous_argmax,continuous_argmax,207,1236.4482421875
continuous_argmax,continuous_argmax,208,1236.4482421875
continuous_argmax,continuous_argmax,209,1237.60791015625
continuous_argmax,continuous_argmax,210,1238.2640380859375
continuous_argmax,continuous_argmax,211,1238.63037109375
continuous_argmax,continuous_argmax,212,1238.842529296875
continuous_argmax,continuous_argmax,213,1238.9656982421875
continuous_argmax,continuous_argmax,214,1239.0439453125
continuous_argmax,continuous_argmax,215,1239.08984375
continuous_argmax,continuous_argmax,216,1239.1195068359375
continuous_argmax,continuous_argmax,217,1239.1343994140625
continuous_argmax,continuous_argmax,218,1239.1343994140625
continuous_argmax,continuous_argmax,219,1240.281494140625
continuous_argmax,continuous_argmax,220,1240.9251708984375
continuous_argmax,continuous_argmax,221,1241.2886962890625
continuous_argmax,continuous_argmax,222,1241.4969482421875
continuous_argmax,continuous_argmax,223,1241.6199951171875
continuous_argmax,continuous_argmax,224,1241.69384765625
continuous_argmax,continuous_argmax,225,1241.7369384765625
continuous_argmax,continuous_argmax,226,1241.7637939453125
continuous_argmax,continuous_argmax,227,1241.781494140625
continuous_argmax,continuous_argmax,228,1241.781494140625
continuous_argmax,continuous_argmax,229,1242.913818359375
continuous_argmax,continuous_argmax,230,1243.5511474609375
continuous_argmax,continuous_argmax,231,1243.912109375
continuous_argmax,continuous_argmax,232,1244.1163330078125
continuous_argmax,continuous_argmax,233,1244.2357177734375
continuous_argmax,continuous_argmax,234,1244.30859375
continuous_argmax,continuous_argmax,235,1244.3521728515625
continuous_argmax,continuous_argmax,236,1244.3768310546875
continuous_argmax,continuous_argmax,237,1244.39208984375
continuous_argmax,continuous_argmax,238,1244.39208984375
continuous_argmax,continuous_argmax,239,1245.5087890625
continuous_argmax,continuous_argmax,240,1246.1385498046875
continuous_argmax,continuous_argmax,241,1246.4923095703125
continuous_argmax,continuous_argmax,242,1246.6951904296875
continuous_argmax,continuous_argmax,243,1246.812744140625
continuous_argmax,continuous_argmax,244,1246.8853759765625
continuous_argmax,continuous_argmax,245,1246.926513671875
continuous_argmax,continuous_argmax,246,1246.9515380859375
continuous_argmax,continuous_argmax,247,1246.96826171875
continuous_argmax,continuous_argmax,248,1246.96826171875
continuous_argmax,continuous_argmax,249,1248.0712890625
continuous_argmax,continuous_argmax,250,1248.6944580078125
continuous_argmax,continuous_argmax,251,1249.04443359375
continuous_argmax,continuous_argmax,252,1249.24462890625
continuous_argmax,continuous_argmax,253,1249.3648681640625
continuous_argmax,continuous_argmax,254,1249.440185546875
continuous_argmax,continuous_argmax,255,1249.4791259765625
continuous_argmax,continuous_argmax,256,1249.5054931640625
continuous_argmax,continuous_argmax,257,1249.51904296875
continuous_argmax,continuous_argmax,258,1249.51904296875
continuous_argmax,continuous_argmax,259,1250.6116943359375
continuous_argmax,continuous_argmax,260,1251.2261962890625
continuous_argmax,continuous_argmax,261,1251.574462890625
continuous_argmax,continuous_argmax,262,1251.7728271484375
continuous_argmax,continuous_argmax,263,1251.8909912109375
continuous_argmax,continuous_argmax,264,1251.9620361328125
continuous_argmax,continuous_argmax,265,1252.004638671875
continuous_argmax,continuous_argmax,266,1252.0299072265625
continuous_argmax,continuous_argmax,267,1252.0439453125
continuous_argmax,continuous_argmax,268,1252.0439453125
continuous_argmax,continuous_argmax,269,1253.126220703125
continuous_argmax,continuous_argmax,270,1253.73779296875
continuous_argmax,continuous_argmax,271,1254.0821533203125
continuous_argmax,continuous_argmax,272,1254.2794189453125
continuous_argmax,continuous_argmax,273,1254.396728515625
continuous_argmax,continuous_argmax,274,1254.4683837890625
continuous_argmax,continuous_argmax,275,1254.509765625
continuous_argmax,continuous_argmax,276,1254.5340576171875
continuous_argmax,continuous_argmax,277,1254.5479736328125
continuous_argmax,continuous_argmax,278,1254.5479736328125
continuous_argmax,continuous_argmax,279,1255.6229248046875
continuous_argmax,continuous_argmax,280,1256.224609375
continuous_argmax,continuous_argmax,281,1256.5682373046875
continuous_argmax,continuous_argmax,282,1256.765869140625
continuous_argmax,continuous_argmax,283,1256.8814697265625
continuous_argmax,continuous_argmax,284,1256.9515380859375
continuous_argmax,continuous_argmax,285,1256.9940185546875
continuous_argmax,continuous_argmax,286,1257.0194091796875
continuous_argmax,continuous_argmax,287,1257.0347900390625
continuous_argmax,continuous_argmax,288,1257.0347900390625
continuous_argmax,continuous_argmax,289,1258.0989990234375
continuous_argmax,continuous_argmax,290,1258.7047119140625
continuous_argmax,continuous_argmax,291,1259.0478515625
continuous_argmax,continuous_argmax,292,1259.2425537109375
continuous_argmax,continuous_argmax,293,1259.358642578125
continuous_argmax,continuous_argmax,294,1259.4239501953125
continuous_argmax,continuous_argmax,295,1259.4659423828125
continuous_argmax,continuous_argmax,296,1259.48974609375
continuous_argmax,continuous_argmax,297,1259.5045166015625
continuous_argmax,continuous_argmax,298,1259.5045166015625
continuous_argmax,continuous_argmax,299,1260.566650390625
continuous_argmax,continuous_argmax,300,1261.1656494140625
continuous_argmax,continuous_argmax,301,1261.503173828125
continuous_argmax,continuous_argmax,302,1261.696044921875
continuous_argmax,continuous_argmax,303,1261.809814453125
continuous_argmax,continuous_argmax,304,1261.87841796875
continuous_argmax,continuous_argmax,305,1261.9180908203125
continuous_argmax,continuous_argmax,306,1261.943603515625
continuous_argmax,continuous_argmax,307,1261.9573974609375
continuous_argmax,continuous_argmax,308,1261.9573974609375
continuous_argmax,continuous_argmax,309,1263.0159912109375
continuous_argmax,continuous_argmax,310,1263.6131591796875
continuous_argmax,continuous_argmax,311,1263.9525146484375
continuous_argmax,continuous_argmax,312,1264.144775390625
continuous_argmax,continuous_argmax,313,1264.2568359375
continuous_argmax,continuous_argmax,314,1264.3221435546875
continuous_argmax,continuous_argmax,315,1264.3623046875
continuous_argmax,continuous_argmax,316,1264.386962890625
continuous_argmax,continuous_argmax,317,1264.401611328125
continuous_argmax,continuous_argmax,318,1264.401611328125
continuous_argmax,continuous_argmax,319,1265.4595947265625
continuous_argmax,continuous_argmax,320,1266.05712890625
continuous_argmax,continuous_argmax,321,1266.4017333984375
continuous_argmax,continuous_argmax,322,1266.5948486328125
continuous_argmax,continuous_argmax,323,1266.7109375
continuous_argmax,continuous_argmax,324,1266.7802734375
continuous_argmax,continuous_argmax,325,1266.8221435546875
continuous_argmax,continuous_argmax,326,1266.844482421875
continuous_argmax,continuous_argmax,327,1266.8597412109375
continuous_argmax,continuous_argmax,328,1266.8597412109375
continuous_argmax,continuous_argmax,329,1267.9072265625
continuous_argmax,continuous_argmax,330,1268.4991455078125
continuous_argmax,continuous_argmax,331,1268.8323974609375
continuous_argmax,continuous_argmax,332,1269.0234375
continuous_argmax,continuous_argmax,333,1269.133056640625
continuous_argmax,continuous_argmax,334,1269.2005615234375
continuous_argmax,continuous_argmax,335,1269.244384765625
continuous_argmax,continuous_argmax,336,1269.2706298828125
continuous_argmax,continuous_argmax,337,1269.28466796875
continuous_argmax,continuous_argmax,338,1269.28466796875
continuous_argmax,continuous_argmax,339,1270.328857421875
continuous_argmax,continuous_argmax,340,1270.915771484375
continuous_argmax,continuous_argmax,341,1271.2479248046875
continuous_argmax,continuous_argmax,342,1271.438720703125
continuous_argmax,continuous_argmax,343,1271.55126953125
continuous_argmax,continuous_argmax,344,1271.6162109375
continuous_argmax,continuous_argmax,345,1271.6563720703125
continuous_argmax,continuous_argmax,346,1271.6826171875
continuous_argmax,continuous_argmax,347,1271.697998046875
continuous_argmax,continuous_argmax,348,1271.697998046875
continuous_argmax,continuous_argmax,349,1272.73828125
continuous_argmax,continuous_argmax,350,1273.3291015625
continuous_argmax,continuous_argmax,351,1273.660400390625
continuous_argmax,continuous_argmax,352,1273.8514404296875
continuous_argmax,continuous_argmax,353,1273.967529296875
continuous_argmax,continuous_argmax,354,1274.036865234375
continuous_argmax,continuous_argmax,355,1274.0758056640625
continuous_argmax,continuous_argmax,356,1274.1004638671875
continuous_argmax,continuous_argmax,357,1274.116455078125
continuous_argmax,continuous_argmax,358,1274.116455078125
continuous_argmax,continuous_argmax,359,1275.15283203125
continuous_argmax,continuous_argmax,360,1275.7371826171875
continuous_argmax,continuous_argmax,361,1276.07177734375
continuous_argmax,continuous_argmax,362,1276.2581787109375
continuous_argmax,continuous_argmax,363,1276.3702392578125
continuous_argmax,continuous_argmax,364,1276.438232421875
continuous_argmax,continuous_argmax,365,1276.4779052734375
continuous_argmax,continuous_argmax,366,1276.50048828125
continuous_argmax,continuous_argmax,367,1276.513427734375
continuous_argmax,continuous_argmax,368,1276.513427734375
continuous_argmax,continuous_argmax,369,1277.545166015625
continuous_argmax,continuous_argmax,370,1278.1298828125
continuous_argmax,continuous_argmax,371,1278.456298828125
continuous_argmax,continuous_argmax,372,1278.6444091796875
continuous_argmax,continuous_argmax,373,1278.7554931640625
continuous_argmax,continuous_argmax,374,1278.8223876953125
continuous_argmax,continuous_argmax,375,1278.8638916015625
continuous_argmax,continuous_argmax,376,1278.8892822265625
continuous_argmax,continuous_argmax,377,1278.9053955078125
continuous_argmax,continuous_argmax,378,1278.9053955078125
continuous_argmax,continuous_argmax,379,1279.9378662109375
continuous_argmax,continuous_argmax,380,1280.5191650390625
continuous_argmax,continuous_argmax,381,1280.850341796875
continuous_argmax,continuous_argmax,382,1281.0352783203125
continuous_argmax,continuous_argmax,383,1281.148193359375
continuous_argmax,continuous_argmax,384,1281.214599609375
continuous_argmax,continuous_argmax,385,1281.2559814453125
continuous_argmax,continuous_argmax,386,1281.2801513671875
continuous_argmax,continuous_argmax,387,1281.29638671875
continuous_argmax,continuous_argmax,388,1281.29638671875
continuous_argmax,continuous_argmax,389,1282.322509765625
continuous_argmax,continuous_argmax,390,1282.9031982421875
continuous_argmax,continuous_argmax,391,1283.2318115234375
continuous_argmax,continuous_argmax,392,1283.41943359375
continuous_argmax,continuous_argmax,393,1283.529541015625
continuous_argmax,continuous_argmax,394,1283.595703125
continuous_argmax,continuous_argmax,395,1283.63671875
continuous_argmax,continuous_argmax,396,1283.6619873046875
continuous_argmax,continuous_argmax,397,1283.677001953125
continuous_argmax,continuous_argmax,398,1283.677001953125
continuous_argmax,continuous_argmax,399,1284.7030029296875
continuous_argmax,continuous_argmax,400,1285.2860107421875
continuous_argmax,continuous_argmax,401,1285.6104736328125
continuous_argmax,continuous_argmax,402,1285.7982177734375
continuous_argmax,continuous_argmax,403,1285.909423828125
continuous_argmax,continuous_argmax,404,1285.977294921875
continuous_argmax,continuous_argmax,405,1286.0167236328125
continuous_argmax,continuous_argmax,406,1286.0421142578125
continuous_argmax,continuous_argmax,407,1286.056884765625
continuous_argmax,continuous_argmax,408,1286.056884765625
continuous_argmax,continuous_argmax,409,1287.0821533203125
continuous_argmax,continuous_argmax,410,1287.6551513671875
continuous_argmax,continuous_argmax,411,1287.981689453125
continuous_argmax,continuous_argmax,412,1288.16796875
continuous_argmax,continuous_argmax,413,1288.279541015625
continuous_argmax,continuous_argmax,414,1288.343505859375
continuous_argmax,continuous_argmax,415,1288.3829345703125
continuous_argmax,continuous_argmax,416,1288.403076171875
continuous_argmax,continuous_argmax,417,1288.4178466796875
continuous_argmax,continuous_argmax,418,1288.4178466796875
continuous_argmax,continuous_argmax,419,1289.4432373046875
continuous_argmax,continuous_argmax,420,1290.0205078125
continuous_argmax,continuous_argmax,421,1290.3447265625
continuous_argmax,continuous_argmax,422,1290.529296875
continuous_argmax,continuous_argmax,423,1290.639892578125
continuous_argmax,continuous_argmax,424,1290.7066650390625
continuous_argmax,continuous_argmax,425,1290.7481689453125
continuous_argmax,continuous_argmax,426,1290.7718505859375
continuous_argmax,continuous_argmax,427,1290.7857666015625
continuous_argmax,continuous_argmax,428,1290.7857666015625
continuous_argmax,continuous_argmax,429,1291.8038330078125
continuous_argmax,continuous_argmax,430,1292.381103515625
continuous_argmax,continuous_argmax,431,1292.710205078125
continuous_argmax,continuous_argmax,432,1292.89501953125
continuous_argmax,continuous_argmax,433,1293.0072021484375
continuous_argmax,continuous_argmax,434,1293.0716552734375
continuous_argmax,continuous_argmax,435,1293.1124267578125
continuous_argmax,continuous_argmax,436,1293.1343994140625
continuous_argmax,continuous_argmax,437,1293.148193359375
continuous_argmax,continuous_argmax,438,1293.148193359375
continuous_argmax,continuous_argmax,439,1294.169921875
continuous_argmax,continuous_argmax,440,1294.7421875
continuous_argmax,continuous_argmax,441,1295.066162109375
continuous_argmax,continuous_argmax,442,1295.2503662109375
continuous_argmax,continuous_argmax,443,1295.3621826171875
continuous_argmax,continuous_argmax,444,1295.4273681640625
continuous_argmax,continuous_argmax,445,1295.4632568359375
continuous_argmax,continuous_argmax,446,1295.489990234375
continuous_argmax,continuous_argmax,447,1295.5042724609375
continuous_argmax,continuous_argmax,448,1295.5042724609375
continuous_argmax,continuous_argmax,449,1296.52392578125
continuous_argmax,continuous_argmax,450,1297.0709228515625
continuous_argmax,continuous_argmax,451,1297.40087890625
continuous_argmax,continuous_argmax,452,1297.5968017578125
continuous_argmax,continuous_argmax,453,1297.7100830078125
continuous_argmax,continuous_argmax,454,1297.777587890625
continuous_argmax,continuous_argmax,455,1297.8216552734375
continuous_argmax,continuous_argmax,456,1297.8492431640625
continuous_argmax,continuous_argmax,457,1297.865966796875
continuous_argmax,continuous_argmax,458,1297.865966796875
continuous_argmax,continuous_argmax,459,1298.8819580078125
continuous_argmax,continuous_argmax,460,1299.458984375
continuous_argmax,continuous_argmax,461,1299.785400390625
continuous_argmax,continuous_argmax,462,1299.97265625
continuous_argmax,continuous_argmax,463,1300.084716796875
continuous_argmax,continuous_argmax,464,1300.152099609375
continuous_argmax,continuous_argmax,465,1300.1929931640625
continuous_argmax,continuous_argmax,466,1300.21826171875
continuous_argmax,continuous_argmax,467,1300.233642578125
continuous_argmax,continuous_argmax,468,1300.233642578125
continuous_argmax,continuous_argmax,469,1301.2515869140625
continuous_argmax,continuous_argmax,470,1301.8226318359375
continuous_argmax,continuous_argmax,471,1302.1434326171875
continuous_argmax,continuous_argmax,472,1302.3310546875
continuous_argmax,continuous_argmax,473,1302.44091796875
continuous_argmax,continuous_argmax,474,1302.50830078125
continuous_argmax,continuous_argmax,475,1302.5489501953125
continuous_argmax,continuous_argmax,476,1302.57470703125
continuous_argmax,continuous_argmax,477,1302.5894775390625
continuous_argmax,continuous_argmax,478,1302.5894775390625
continuous_argmax,continuous_argmax,479,1303.599365234375
continuous_argmax,continuous_argmax,480,1304.17333984375
continuous_argmax,continuous_argmax,481,1304.5001220703125
continuous_argmax,continuous_argmax,482,1304.688232421875
continuous_argmax,continuous_argmax,483,1304.80126953125
continuous_argmax,continuous_argmax,484,1304.867431640625
continuous_argmax,continuous_argmax,485,1304.9058837890625
continuous_argmax,continuous_argmax,486,1304.929443359375
continuous_argmax,continuous_argmax,487,1304.9437255859375
continuous_argmax,continuous_argmax,488,1304.9437255859375
continuous_argmax,continuous_argmax,489,1305.955810546875
continuous_argmax,continuous_argmax,490,1306.5296630859375
continuous_argmax,continuous_argmax,491,1306.856201171875
continuous_argmax,continuous_argmax,492,1307.0423583984375
continuous_argmax,continuous_argmax,493,1307.1512451171875
continuous_argmax,continuous_argmax,494,1307.217041015625
continuous_argmax,continuous_argmax,495,1307.256591796875
continuous_argmax,continuous_argmax,496,1307.280029296875
continuous_argmax,continuous_argmax,497,1307.2943115234375
continuous_argmax,continuous_argmax,498,1307.2943115234375
continuous_argmax,continuous_argmax,499,1308.308349609375
continuous_argmax,continuous_argmax,500,1308.8822021484375
continuous_argmax,continuous_argmax,501,1309.206787109375
continuous_argmax,continuous_argmax,502,1309.3927001953125
continuous_argmax,continuous_argmax,503,1309.50341796875
continuous_argmax,continuous_argmax,504,1309.5706787109375
continuous_argmax,continuous_argmax,505,1309.6114501953125
continuous_argmax,continuous_argmax,506,1309.6356201171875
continuous_argmax,continuous_argmax,507,1309.645263671875
continuous_argmax,continuous_argmax,508,1309.645263671875
continuous_argmax,continuous_argmax,509,1310.662841796875
continuous_argmax,continuous_argmax,510,1311.23583984375
continuous_argmax,continuous_argmax,511,1311.5596923828125
continuous_argmax,continuous_argmax,512,1311.74462890625
continuous_argmax,continuous_argmax,513,1311.852783203125
continuous_argmax,continuous_argmax,514,1311.91748046875
continuous_argmax,continuous_argmax,515,1311.958740234375
continuous_argmax,continuous_argmax,516,1311.9827880859375
continuous_argmax,continuous_argmax,517,1311.997802734375
continuous_argmax,continuous_argmax,518,1311.997802734375
continuous_argmax,continuous_argmax,519,1313.0093994140625
continuous_argmax,continuous_argmax,520,1313.5794677734375
continuous_argmax,continuous_argmax,521,1313.9031982421875
continuous_argmax,continuous_argmax,522,1314.087646484375
continuous_argmax,continuous_argmax,523,1314.198486328125
continuous_argmax,continuous_argmax,524,1314.26318359375
continuous_argmax,continuous_argmax,525,1314.302490234375
continuous_argmax,continuous_argmax,526,1314.327880859375
continuous_argmax,continuous_argmax,527,1314.343017578125
continuous_argmax,continuous_argmax,528,1314.343017578125
continuous_argmax,continuous_argmax,529,1315.3590087890625
