path,segment_idx,pattern,length,magnitude,protocol_family,block
continuous_argmax,45,12,10,31.616920471191406,continuous_argmax,
continuous_argmax,46,12,10,31.59164810180664,continuous_argmax,
continuous_argmax,47,12,10,31.56927490234375,continuous_argmax,
continuous_argmax,48,12,10,31.549468994140625,continuous_argmax,
continuous_argmax,49,12,10,31.531936645507812,continuous_argmax,
continuous_argmax,50,12,10,31.516416549682617,continuous_argmax,
continuous_argmax,51,12,10,31.502676010131836,continuous_argmax,
continuous_argmax,52,12,10,31.49051284790039,continuous_argmax,
continuous_argmax,53,12,10,31.47974395751953,continuous_argmax,
continuous_argmax,54,12,10,31.470212936401367,continuous_argmax,
continuous_argmax,55,12,10,31.461772918701172,continuous_argmax,
continuous_argmax,56,12,10,31.454301834106445,continuous_argmax,
continuous_argmax,57,12,10,31.447689056396484,continuous_argmax,
continuous_argmax,58,12,10,31.441835403442383,continuous_argmax,
continuous_argmax,59,12,10,31.4366512298584,continuous_argmax,
continuous_argmax,60,12,10,31.43206214904785,continuous_argmax,
continuous_argmax,61,12,10,31.428001403808594,continuous_argmax,
continuous_argmax,62,12,10,31.424406051635742,continuous_argmax,
continuous_argmax,63,12,10,31.421222686767578,continuous_argmax,
continuous_argmax,64,12,10,31.418405532836914,continuous_argmax,
continuous_argmax,65,12,10,31.415910720825195,continuous_argmax,
continuous_argmax,66,12,10,31.4137020111084,continuous_argmax,
continuous_argmax,67,12,10,31.4117488861084,continuous_argmax,
continuous_argmax,68,12,10,31.410018920898438,continuous_argmax,
continuous_argmax,69,12,10,31.40848731994629,continuous_argmax,
continuous_argmax,70,12,10,31.40713119506836,continuous_argmax,
continuous_argmax,71,12,10,31.405933380126953,continuous_argmax,
continuous_argmax,72,12,10,31.404870986938477,continuous_argmax,
continuous_argmax,73,12,10,31.403932571411133,continuous_argmax,
continuous_argmax,74,12,10,31.403099060058594,continuous_argmax,
continuous_argmax,75,12,10,31.402360916137695,continuous_argmax,
continuous_argmax,76,12,10,31.401708602905273,continuous_argmax,
continuous_argmax,77,12,10,31.40113067626953,continuous_argmax,
continuous_argmax,78,12,10,31.400617599487305,continuous_argmax,
continuous_argmax,79,12,10,31.400165557861328,continuous_argmax,
continuous_argmax,80,12,10,31.399765014648438,continuous_argmax,
continuous_argmax,81,12,10,31.399412155151367,continuous_argmax,
continuous_argmax,82,12,10,31.399099349975586,continuous_argmax,
continuous_argmax,83,12,10,31.398818969726562,continuous_argmax,
continuous_argmax,84,12,10,31.39857292175293,continuous_argmax,
continuous_argmax,85,12,10,31.398353576660156,continuous_argmax,
continuous_argmax,86,12,10,31.39815902709961,continuous_argmax,
continuous_argmax,87,12,10,31.39798927307129,continuous_argmax,
continuous_argmax,88,12,10,31.397838592529297,continuous_argmax,
continuous_argmax,89,12,10,31.397706985473633,continuous_argmax,
continuous_argmax,90,12,10,31.397586822509766,continuous_argmax,
continuous_argmax,91,12,10,31.39748191833496,continuous_argmax,
continuous_argmax,92,12,10,31.397390365600586,continuous_argmax,
continuous_argmax,93,12,10,31.397308349609375,continuous_argmax,
continuous_argmax,94,12,10,31.397235870361328,continuous_argmax,
continuous_argmax,95,12,10,31.397171020507812,continuous_argmax,
continuous_argmax,96,12,10,31.397113800048828,continuous_argmax,
continuous_argmax,97,12,10,31.397064208984375,continuous_argmax,
continuous_argmax,98,12,10,31.397018432617188,continuous_argmax,
continuous_argmax,99,12,10,31.39698028564453,continuous_argmax,
continuous_argmax,100,12,10,31.39694595336914,continuous_argmax,
continuous_argmax,101,12,10,31.396915435791016,continuous_argmax,
continuous_argmax,102,12,10,31.396886825561523,continuous_argmax,
continuous_argmax,103,12,10,31.396862030029297,continuous_argmax,
continuous_argmax,104,12,10,31.396839141845703,continuous_argmax,
continuous_argmax,105,12,10,31.396818161010742,continuous_argmax,
continuous_argmax,106,12,10,31.396800994873047,continuous_argmax,
continuous_argmax,107,12,10,31.39678382873535,continuous_argmax,
continuous_argmax,108,12,10,31.396770477294922,continuous_argmax,
continuous_argmax,109,12,10,31.396757125854492,continuous_argmax,
continuous_argmax,110,12,10,31.39674949645996,continuous_argmax,
continuous_argmax,111,12,10,31.396738052368164,continuous_argmax,
continuous_argmax,112,12,10,31.396730422973633,continuous_argmax,
continuous_argmax,113,12,10,31.3967227935791,continuous_argmax,
continuous_argmax,114,12,10,31.396717071533203,continuous_argmax,
continuous_argmax,115,12,10,31.396711349487305,continuous_argmax,
continuous_argmax,116,12,10,31.39670753479004,continuous_argmax,
continuous_argmax,117,12,10,31.396703720092773,continuous_argmax,
continuous_argmax,118,12,10,31.396699905395508,continuous_argmax,
continuous_argmax,119,12,10,31.396696090698242,continuous_argmax,
continuous_argmax,120,12,10,31.396692276000977,continuous_argmax,
continuous_argmax,121,12,10,31.396690368652344,continuous_argmax,
continuous_argmax,122,12,10,31.39668846130371,continuous_argmax,
continuous_argmax,123,12,10,31.396684646606445,continuous_argmax,
continuous_argmax,124,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,125,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,126,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,127,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,128,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,129,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,130,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,131,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,132,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,133,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,134,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,135,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,136,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,137,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,138,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,139,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,140,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,141,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,142,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,143,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,144,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,145,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,146,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,147,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,148,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,149,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,150,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,151,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,152,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,153,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,154,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,155,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,156,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,157,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,158,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,159,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,160,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,161,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,162,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,163,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,164,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,165,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,166,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,167,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,168,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,169,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,170,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,171,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,172,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,173,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,174,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,175,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,176,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,177,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,178,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,179,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,180,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,181,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,182,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,183,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,184,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,185,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,186,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,187,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,188,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,189,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,190,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,191,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,192,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,193,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,194,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,195,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,196,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,197,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,198,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,199,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,200,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,201,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,202,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,203,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,204,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,205,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,206,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,207,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,208,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,209,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,210,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,211,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,212,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,213,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,214,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,215,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,216,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,217,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,218,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,219,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,220,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,221,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,222,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,223,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,224,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,225,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,226,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,227,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,228,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,229,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,230,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,231,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,232,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,233,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,234,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,235,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,236,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,237,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,238,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,239,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,240,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,241,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,242,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,243,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,244,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,245,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,246,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,247,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,248,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,249,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,250,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,251,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,252,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,253,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,254,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,255,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,256,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,257,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,258,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,259,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,260,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,261,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,262,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,263,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,264,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,265,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,266,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,267,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,268,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,269,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,270,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,271,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,272,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,273,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,274,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,275,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,276,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,277,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,278,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,279,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,280,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,281,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,282,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,283,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,284,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,285,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,286,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,287,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,288,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,289,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,290,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,291,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,292,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,293,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,294,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,295,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,296,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,297,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,298,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,299,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,300,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,301,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,302,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,303,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,304,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,305,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,306,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,307,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,308,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,309,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,310,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,311,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,312,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,313,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,314,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,315,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,316,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,317,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,318,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,319,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,320,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,321,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,322,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,323,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,324,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,325,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,326,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,327,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,328,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,329,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,330,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,331,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,332,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,333,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,334,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,335,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,336,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,337,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,338,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,339,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,340,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,341,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,342,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,343,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,344,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,345,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,346,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,347,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,348,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,349,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,350,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,351,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,352,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,353,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,354,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,355,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,356,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,357,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,358,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,359,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,360,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,361,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,362,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,363,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,364,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,365,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,366,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,367,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,368,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,369,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,370,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,371,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,372,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,373,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,374,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,375,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,376,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,377,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,378,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,379,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,380,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,381,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,382,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,383,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,384,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,385,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,386,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,387,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,388,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,389,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,390,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,391,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,392,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,393,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,394,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,395,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,396,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,397,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,398,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,399,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,400,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,401,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,402,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,403,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,404,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,405,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,406,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,407,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,408,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,409,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,410,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,411,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,412,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,413,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,414,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,415,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,416,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,417,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,418,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,419,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,420,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,421,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,422,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,423,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,424,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,425,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,426,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,427,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,428,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,429,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,430,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,431,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,432,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,433,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,434,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,435,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,436,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,437,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,438,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,439,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,440,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,441,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,442,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,443,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,444,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,445,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,446,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,447,12,10,31.396682739257812,continuous_argmax,
continuous_argmax,448,12,10,31.396682739257812,continuous_argmax,
