asset,protocol,t,price
goog,fixed_blocks_argmax,92,42.2713508605957
goog,fixed_blocks_argmax,93,42.2744026184082
goog,fixed_blocks_argmax,94,42.27400207519531
goog,fixed_blocks_argmax,95,42.27273941040039
goog,fixed_blocks_argmax,96,42.27273941040039
goog,fixed_blocks_argmax,97,42.32475280761719
goog,fixed_blocks_argmax,98,42.34273910522461
goog,fixed_blocks_argmax,99,42.348854064941406
goog,fixed_blocks_argmax,100,42.34865188598633
goog,fixed_blocks_argmax,101,42.347747802734375
goog,fixed_blocks_argmax,102,42.339820861816406
goog,fixed_blocks_argmax,103,42.34184265136719
goog,fixed_blocks_argmax,104,42.34640884399414
goog,fixed_blocks_argmax,105,42.34794616699219
goog,fixed_blocks_argmax,106,42.34794616699219
goog,fixed_blocks_argmax,107,42.40297317504883
goog,fixed_blocks_argmax,108,42.41946029663086
goog,fixed_blocks_argmax,109,42.40637969970703
goog,fixed_blocks_argmax,110,42.411102294921875
goog,fixed_blocks_argmax,111,42.4185791015625
goog,fixed_blocks_argmax,112,42.423988342285156
goog,fixed_blocks_argmax,113,42.42555618286133
goog,fixed_blocks_argmax,114,42.422481536865234
goog,fixed_blocks_argmax,115,42.423580169677734
goog,fixed_blocks_argmax,116,42.423580169677734
goog,fixed_blocks_argmax,117,42.47422790527344
goog,fixed_blocks_argmax,118,42.49101638793945
goog,fixed_blocks_argmax,119,42.496097564697266
goog,fixed_blocks_argmax,120,42.495872497558594
goog,fixed_blocks_argmax,121,42.49614334106445
goog,fixed_blocks_argmax,122,42.49565124511719
goog,fixed_blocks_argmax,123,42.49571990966797
goog,fixed_blocks_argmax,124,42.49570083618164
goog,fixed_blocks_argmax,125,42.495845794677734
goog,fixed_blocks_argmax,126,42.495845794677734
goog,fixed_blocks_argmax,127,42.54463195800781
goog,fixed_blocks_argmax,128,42.558406829833984
goog,fixed_blocks_argmax,129,42.52540969848633
goog,fixed_blocks_argmax,130,42.54354476928711
goog,fixed_blocks_argmax,131,42.55799102783203
goog,fixed_blocks_argmax,132,42.56522750854492
goog,fixed_blocks_argmax,133,42.5659294128418
goog,fixed_blocks_argmax,134,42.565711975097656
goog,fixed_blocks_argmax,135,42.56765365600586
goog,fixed_blocks_argmax,136,42.56765365600586
goog,fixed_blocks_argmax,137,42.618011474609375
goog,fixed_blocks_argmax,138,42.63526153564453
goog,fixed_blocks_argmax,139,42.63850784301758
goog,fixed_blocks_argmax,140,42.60895538330078
goog,fixed_blocks_argmax,141,42.61986541748047
goog,fixed_blocks_argmax,142,42.630653381347656
goog,fixed_blocks_argmax,143,42.63507843017578
goog,fixed_blocks_argmax,144,42.6368293762207
goog,fixed_blocks_argmax,145,42.63619613647461
goog,fixed_blocks_argmax,146,42.63619613647461
goog,fixed_blocks_argmax,147,42.68695068359375
goog,fixed_blocks_argmax,148,42.702850341796875
goog,fixed_blocks_argmax,149,42.7077751159668
goog,fixed_blocks_argmax,150,42.710609436035156
goog,fixed_blocks_argmax,151,42.71168518066406
goog,fixed_blocks_argmax,152,42.71238708496094
goog,fixed_blocks_argmax,153,42.708457946777344
goog,fixed_blocks_argmax,154,42.70603942871094
goog,fixed_blocks_argmax,155,42.70819091796875
goog,fixed_blocks_argmax,156,42.70819091796875
goog,fixed_blocks_argmax,157,42.757965087890625
goog,fixed_blocks_argmax,158,42.773921966552734
goog,fixed_blocks_argmax,159,42.766822814941406
goog,fixed_blocks_argmax,160,42.770660400390625
goog,fixed_blocks_argmax,161,42.77261734008789
goog,fixed_blocks_argmax,162,42.77679443359375
goog,fixed_blocks_argmax,163,42.778236389160156
goog,fixed_blocks_argmax,164,42.77845001220703
goog,fixed_blocks_argmax,165,42.77496337890625
goog,fixed_blocks_argmax,166,42.77496337890625
goog,fixed_blocks_argmax,167,42.824851989746094
goog,fixed_blocks_argmax,168,42.843101501464844
goog,fixed_blocks_argmax,169,42.847354888916016
goog,fixed_blocks_argmax,170,42.84873962402344
goog,fixed_blocks_argmax,171,42.84910583496094
goog,fixed_blocks_argmax,172,42.84683609008789
goog,fixed_blocks_argmax,173,42.84275817871094
goog,fixed_blocks_argmax,174,42.84244918823242
goog,fixed_blocks_argmax,175,42.83303451538086
goog,fixed_blocks_argmax,176,42.83303451538086
goog,fixed_blocks_argmax,177,42.88238525390625
goog,fixed_blocks_argmax,178,42.89700698852539
goog,fixed_blocks_argmax,179,42.90163040161133
goog,fixed_blocks_argmax,180,42.90214538574219
goog,fixed_blocks_argmax,181,42.90098571777344
goog,fixed_blocks_argmax,182,42.883338928222656
goog,fixed_blocks_argmax,183,42.888240814208984
goog,fixed_blocks_argmax,184,42.895999908447266
goog,fixed_blocks_argmax,185,42.899925231933594
goog,fixed_blocks_argmax,186,42.899925231933594
goog,fixed_blocks_argmax,187,42.95481872558594
goog,fixed_blocks_argmax,188,42.9749641418457
goog,fixed_blocks_argmax,189,42.98159408569336
goog,fixed_blocks_argmax,190,42.98212814331055
goog,fixed_blocks_argmax,191,42.97654724121094
goog,fixed_blocks_argmax,192,42.97616958618164
goog,fixed_blocks_argmax,193,42.97748565673828
goog,fixed_blocks_argmax,194,42.978939056396484
goog,fixed_blocks_argmax,195,42.980648040771484
goog,fixed_blocks_argmax,196,42.980648040771484
goog,fixed_blocks_argmax,197,43.0305290222168
goog,fixed_blocks_argmax,198,43.04798126220703
goog,fixed_blocks_argmax,199,43.05361557006836
goog,fixed_blocks_argmax,200,43.05247116088867
goog,fixed_blocks_argmax,201,43.050994873046875
goog,fixed_blocks_argmax,202,43.05277633666992
goog,fixed_blocks_argmax,203,43.05437088012695
goog,fixed_blocks_argmax,204,43.0530891418457
goog,fixed_blocks_argmax,205,43.052642822265625
goog,fixed_blocks_argmax,206,43.052642822265625
goog,fixed_blocks_argmax,207,43.10291290283203
goog,fixed_blocks_argmax,208,43.11970520019531
goog,fixed_blocks_argmax,209,43.11875534057617
goog,fixed_blocks_argmax,210,43.121788024902344
goog,fixed_blocks_argmax,211,43.12289047241211
goog,fixed_blocks_argmax,212,43.122802734375
goog,fixed_blocks_argmax,213,43.1242790222168
goog,fixed_blocks_argmax,214,43.12544631958008
goog,fixed_blocks_argmax,215,43.12336349487305
goog,fixed_blocks_argmax,216,43.12336349487305
goog,fixed_blocks_argmax,217,43.17753219604492
goog,fixed_blocks_argmax,218,43.19367599487305
goog,fixed_blocks_argmax,219,43.18973159790039
goog,fixed_blocks_argmax,220,43.19131088256836
goog,fixed_blocks_argmax,221,43.18951416015625
goog,fixed_blocks_argmax,222,43.193748474121094
goog,fixed_blocks_argmax,223,43.19374465942383
goog,fixed_blocks_argmax,224,43.19413375854492
goog,fixed_blocks_argmax,225,43.196495056152344
goog,fixed_blocks_argmax,226,43.196495056152344
goog,fixed_blocks_argmax,227,43.2486686706543
goog,fixed_blocks_argmax,228,43.26515579223633
goog,fixed_blocks_argmax,229,43.26850509643555
goog,fixed_blocks_argmax,230,43.26906204223633
goog,fixed_blocks_argmax,231,43.26929473876953
goog,fixed_blocks_argmax,232,43.26943588256836
goog,fixed_blocks_argmax,233,43.270416259765625
goog,fixed_blocks_argmax,234,43.267826080322266
goog,fixed_blocks_argmax,235,43.268150329589844
goog,fixed_blocks_argmax,236,43.268150329589844
goog,fixed_blocks_argmax,237,43.31907272338867
goog,fixed_blocks_argmax,238,43.33518981933594
goog,fixed_blocks_argmax,239,43.335601806640625
goog,fixed_blocks_argmax,240,43.33721923828125
goog,fixed_blocks_argmax,241,43.33736038208008
goog,fixed_blocks_argmax,242,43.33894348144531
goog,fixed_blocks_argmax,243,43.336143493652344
goog,fixed_blocks_argmax,244,43.33610534667969
goog,fixed_blocks_argmax,245,43.33881378173828
goog,fixed_blocks_argmax,246,43.33881378173828
goog,fixed_blocks_argmax,247,43.390174865722656
goog,fixed_blocks_argmax,248,43.406951904296875
goog,fixed_blocks_argmax,249,43.4080924987793
goog,fixed_blocks_argmax,250,43.41204071044922
goog,fixed_blocks_argmax,251,43.40580368041992
goog,fixed_blocks_argmax,252,39.30699921
goog,fixed_blocks_argmax,253,39.34500122
goog,fixed_blocks_argmax,254,39.70100021
goog,fixed_blocks_argmax,255,40.30749893
goog,fixed_blocks_argmax,256,40.33250046
goog,fixed_blocks_argmax,257,40.23949814
goog,fixed_blocks_argmax,258,40.39550018
goog,fixed_blocks_argmax,259,40.31800079
goog,fixed_blocks_argmax,260,40.39400101
goog,fixed_blocks_argmax,261,40.23049927
goog,fixed_blocks_argmax,262,40.30350113
goog,fixed_blocks_argmax,263,40.10874939
goog,fixed_blocks_argmax,264,40.25099945
goog,fixed_blocks_argmax,265,40.96549988
goog,fixed_blocks_argmax,266,41.19350052
goog,fixed_blocks_argmax,267,41.78350067
goog,fixed_blocks_argmax,268,41.78350067138672
goog,fixed_blocks_argmax,269,41.81477737426758
goog,fixed_blocks_argmax,270,41.81528091430664
goog,fixed_blocks_argmax,271,41.81990432739258
goog,fixed_blocks_argmax,272,41.824607849121094
goog,fixed_blocks_argmax,273,41.82831954956055
goog,fixed_blocks_argmax,274,41.829010009765625
goog,fixed_blocks_argmax,275,41.82878494262695
goog,fixed_blocks_argmax,276,41.8286247253418
goog,fixed_blocks_argmax,277,41.828765869140625
goog,fixed_blocks_argmax,278,41.828765869140625
goog,fixed_blocks_argmax,279,41.848899841308594
goog,fixed_blocks_argmax,280,41.855831146240234
goog,fixed_blocks_argmax,281,41.85728073120117
goog,fixed_blocks_argmax,282,41.85764694213867
goog,fixed_blocks_argmax,283,41.85776138305664
goog,fixed_blocks_argmax,284,41.85715866088867
goog,fixed_blocks_argmax,285,41.857337951660156
goog,fixed_blocks_argmax,286,41.85770797729492
goog,fixed_blocks_argmax,287,41.85786437988281
goog,fixed_blocks_argmax,288,41.85786437988281
goog,fixed_blocks_argmax,289,41.905906677246094
goog,fixed_blocks_argmax,290,41.92204666137695
goog,fixed_blocks_argmax,291,41.92839813232422
goog,fixed_blocks_argmax,292,41.92963790893555
goog,fixed_blocks_argmax,293,41.919822692871094
goog,fixed_blocks_argmax,294,41.921852111816406
goog,fixed_blocks_argmax,295,41.924373626708984
goog,fixed_blocks_argmax,296,41.92689895629883
goog,fixed_blocks_argmax,297,41.926963806152344
goog,fixed_blocks_argmax,298,41.926963806152344
goog,fixed_blocks_argmax,299,41.97861862182617
goog,fixed_blocks_argmax,300,41.99522399902344
goog,fixed_blocks_argmax,301,42.00068283081055
goog,fixed_blocks_argmax,302,42.00167465209961
goog,fixed_blocks_argmax,303,42.00330352783203
goog,fixed_blocks_argmax,304,42.001731872558594
goog,fixed_blocks_argmax,305,41.998653411865234
goog,fixed_blocks_argmax,306,41.99845504760742
goog,fixed_blocks_argmax,307,41.99858093261719
goog,fixed_blocks_argmax,308,41.99858093261719
goog,fixed_blocks_argmax,309,42.049461364746094
goog,fixed_blocks_argmax,310,42.06715774536133
goog,fixed_blocks_argmax,311,42.07151794433594
goog,fixed_blocks_argmax,312,42.0712890625
goog,fixed_blocks_argmax,313,42.0714111328125
goog,fixed_blocks_argmax,314,42.07252883911133
goog,fixed_blocks_argmax,315,42.06962585449219
goog,fixed_blocks_argmax,316,42.06928253173828
goog,fixed_blocks_argmax,317,42.07014465332031
goog,fixed_blocks_argmax,318,42.07014465332031
goog,fixed_blocks_argmax,319,42.11943817138672
goog,fixed_blocks_argmax,320,42.13957214355469
goog,fixed_blocks_argmax,321,42.145294189453125
goog,fixed_blocks_argmax,322,42.14402389526367
goog,fixed_blocks_argmax,323,42.14567565917969
goog,fixed_blocks_argmax,324,42.14529037475586
goog,fixed_blocks_argmax,325,42.14476013183594
goog,fixed_blocks_argmax,326,42.14539337158203
goog,fixed_blocks_argmax,327,42.14447784423828
goog,fixed_blocks_argmax,328,42.14447784423828
goog,fixed_blocks_argmax,329,42.19586944580078
goog,fixed_blocks_argmax,330,42.21331024169922
goog,fixed_blocks_argmax,331,42.21723556518555
goog,fixed_blocks_argmax,332,42.215633392333984
goog,fixed_blocks_argmax,333,42.21638488769531
goog,fixed_blocks_argmax,334,42.21879196166992
goog,fixed_blocks_argmax,335,42.21725082397461
goog,fixed_blocks_argmax,336,42.21664810180664
goog,fixed_blocks_argmax,337,42.21721267700195
goog,fixed_blocks_argmax,338,42.21721267700195
goog,fixed_blocks_argmax,339,42.26581573486328
goog,fixed_blocks_argmax,340,42.28266143798828
goog,fixed_blocks_argmax,341,42.28834915161133
goog,fixed_blocks_argmax,342,42.28957748413086
goog,fixed_blocks_argmax,343,42.28824234008789
goog,fixed_blocks_argmax,344,42.285545349121094
goog,fixed_blocks_argmax,345,42.28550338745117
goog,fixed_blocks_argmax,346,42.286094665527344
goog,fixed_blocks_argmax,347,42.28640365600586
goog,fixed_blocks_argmax,348,42.28640365600586
goog,fixed_blocks_argmax,349,42.32070541381836
goog,fixed_blocks_argmax,350,42.34202575683594
goog,fixed_blocks_argmax,351,42.35196304321289
goog,fixed_blocks_argmax,352,42.354156494140625
goog,fixed_blocks_argmax,353,42.350032806396484
goog,fixed_blocks_argmax,354,42.35512161254883
goog,fixed_blocks_argmax,355,42.3582649230957
goog,fixed_blocks_argmax,356,42.359310150146484
goog,fixed_blocks_argmax,357,42.35957717895508
goog,fixed_blocks_argmax,358,42.35957717895508
goog,fixed_blocks_argmax,359,42.40902328491211
goog,fixed_blocks_argmax,360,42.42575454711914
goog,fixed_blocks_argmax,361,42.4322395324707
goog,fixed_blocks_argmax,362,42.43391036987305
goog,fixed_blocks_argmax,363,42.4333610534668
goog,fixed_blocks_argmax,364,42.43071746826172
goog,fixed_blocks_argmax,365,42.42957305908203
goog,fixed_blocks_argmax,366,42.42539596557617
goog,fixed_blocks_argmax,367,42.42768478393555
goog,fixed_blocks_argmax,368,42.42768478393555
goog,fixed_blocks_argmax,369,42.46974563598633
goog,fixed_blocks_argmax,370,42.489044189453125
goog,fixed_blocks_argmax,371,42.49772262573242
goog,fixed_blocks_argmax,372,42.49837875366211
goog,fixed_blocks_argmax,373,42.498443603515625
goog,fixed_blocks_argmax,374,42.49980545043945
goog,fixed_blocks_argmax,375,42.50054931640625
goog,fixed_blocks_argmax,376,42.49899673461914
goog,fixed_blocks_argmax,377,42.485870361328125
goog,fixed_blocks_argmax,378,42.485870361328125
goog,fixed_blocks_argmax,379,42.53693771362305
goog,fixed_blocks_argmax,380,42.55356979370117
goog,fixed_blocks_argmax,381,42.55413818359375
goog,fixed_blocks_argmax,382,42.556732177734375
goog,fixed_blocks_argmax,383,42.55752182006836
goog,fixed_blocks_argmax,384,42.55571746826172
goog,fixed_blocks_argmax,385,42.53793716430664
goog,fixed_blocks_argmax,386,42.54498291015625
goog,fixed_blocks_argmax,387,42.552249908447266
goog,fixed_blocks_argmax,388,42.552249908447266
goog,fixed_blocks_argmax,389,42.6013298034668
goog,fixed_blocks_argmax,390,42.587711334228516
goog,fixed_blocks_argmax,391,42.606903076171875
goog,fixed_blocks_argmax,392,42.617916107177734
goog,fixed_blocks_argmax,393,42.6247444152832
goog,fixed_blocks_argmax,394,42.62495040893555
goog,fixed_blocks_argmax,395,42.62395477294922
goog,fixed_blocks_argmax,396,42.62382125854492
goog,fixed_blocks_argmax,397,42.625465393066406
goog,fixed_blocks_argmax,398,42.625465393066406
goog,fixed_blocks_argmax,399,42.6780891418457
goog,fixed_blocks_argmax,400,42.69227981567383
goog,fixed_blocks_argmax,401,42.69602966308594
goog,fixed_blocks_argmax,402,42.68457794189453
goog,fixed_blocks_argmax,403,42.6883659362793
goog,fixed_blocks_argmax,404,42.69346618652344
goog,fixed_blocks_argmax,405,42.696781158447266
goog,fixed_blocks_argmax,406,42.69679260253906
goog,fixed_blocks_argmax,407,42.696998596191406
goog,fixed_blocks_argmax,408,42.696998596191406
goog,fixed_blocks_argmax,409,42.72273635864258
goog,fixed_blocks_argmax,410,42.74736785888672
goog,fixed_blocks_argmax,411,42.75983428955078
goog,fixed_blocks_argmax,412,42.76483154296875
goog,fixed_blocks_argmax,413,42.76798629760742
goog,fixed_blocks_argmax,414,42.7710075378418
goog,fixed_blocks_argmax,415,42.76838302612305
goog,fixed_blocks_argmax,416,42.75338363647461
goog,fixed_blocks_argmax,417,42.75761413574219
goog,fixed_blocks_argmax,418,42.75761413574219
goog,fixed_blocks_argmax,419,42.808006286621094
goog,fixed_blocks_argmax,420,42.82406234741211
goog,fixed_blocks_argmax,421,42.81657028198242
goog,fixed_blocks_argmax,422,42.820465087890625
goog,fixed_blocks_argmax,423,42.82558822631836
goog,fixed_blocks_argmax,424,42.82714080810547
goog,fixed_blocks_argmax,425,42.82845687866211
goog,fixed_blocks_argmax,426,42.828834533691406
goog,fixed_blocks_argmax,427,42.82907485961914
goog,fixed_blocks_argmax,428,42.82907485961914
goog,fixed_blocks_argmax,429,42.878883361816406
goog,fixed_blocks_argmax,430,42.87623596191406
goog,fixed_blocks_argmax,431,42.88828659057617
goog,fixed_blocks_argmax,432,42.89881134033203
goog,fixed_blocks_argmax,433,42.89936447143555
goog,fixed_blocks_argmax,434,42.89655303955078
goog,fixed_blocks_argmax,435,42.89591598510742
goog,fixed_blocks_argmax,436,42.89673614501953
goog,fixed_blocks_argmax,437,42.898231506347656
goog,fixed_blocks_argmax,438,42.898231506347656
goog,fixed_blocks_argmax,439,42.94783401489258
goog,fixed_blocks_argmax,440,42.965599060058594
goog,fixed_blocks_argmax,441,42.97034454345703
goog,fixed_blocks_argmax,442,42.97108459472656
goog,fixed_blocks_argmax,443,42.97076416015625
goog,fixed_blocks_argmax,444,42.969329833984375
goog,fixed_blocks_argmax,445,42.96786880493164
goog,fixed_blocks_argmax,446,42.96696090698242
goog,fixed_blocks_argmax,447,42.96665954589844
goog,fixed_blocks_argmax,448,42.96665954589844
goog,fixed_blocks_argmax,449,43.01448440551758
goog,fixed_blocks_argmax,450,43.029991149902344
goog,fixed_blocks_argmax,451,43.033935546875
goog,fixed_blocks_argmax,452,43.033729553222656
goog,fixed_blocks_argmax,453,42.98945999145508
goog,fixed_blocks_argmax,454,43.01285171508789
goog,fixed_blocks_argmax,455,43.02466583251953
goog,fixed_blocks_argmax,456,43.03268051147461
goog,fixed_blocks_argmax,457,43.03578186035156
goog,fixed_blocks_argmax,458,43.03578186035156
goog,fixed_blocks_argmax,459,43.07936477661133
goog,fixed_blocks_argmax,460,43.09729766845703
goog,fixed_blocks_argmax,461,43.10371017456055
goog,fixed_blocks_argmax,462,43.1067008972168
goog,fixed_blocks_argmax,463,43.10896682739258
goog,fixed_blocks_argmax,464,43.10997772216797
goog,fixed_blocks_argmax,465,43.10868453979492
goog,fixed_blocks_argmax,466,43.106563568115234
goog,fixed_blocks_argmax,467,43.1034049987793
goog,fixed_blocks_argmax,468,43.1034049987793
goog,fixed_blocks_argmax,469,43.15398025512695
goog,fixed_blocks_argmax,470,43.16926574707031
goog,fixed_blocks_argmax,471,43.1734504699707
goog,fixed_blocks_argmax,472,43.17589569091797
goog,fixed_blocks_argmax,473,43.17507553100586
goog,fixed_blocks_argmax,474,43.17509078979492
goog,fixed_blocks_argmax,475,43.17300033569336
goog,fixed_blocks_argmax,476,43.1705322265625
goog,fixed_blocks_argmax,477,43.16969680786133
goog,fixed_blocks_argmax,478,43.16969680786133
goog,fixed_blocks_argmax,479,43.21833038330078
goog,fixed_blocks_argmax,480,43.23178482055664
goog,fixed_blocks_argmax,481,43.237037658691406
goog,fixed_blocks_argmax,482,43.23792266845703
goog,fixed_blocks_argmax,483,43.2135124206543
goog,fixed_blocks_argmax,484,43.22088623046875
goog,fixed_blocks_argmax,485,43.232139587402344
goog,fixed_blocks_argmax,486,43.237388610839844
goog,fixed_blocks_argmax,487,43.2395133972168
goog,fixed_blocks_argmax,488,43.2395133972168
goog,fixed_blocks_argmax,489,43.29255676269531
goog,fixed_blocks_argmax,490,43.308658599853516
goog,fixed_blocks_argmax,491,43.314414978027344
goog,fixed_blocks_argmax,492,43.30400848388672
goog,fixed_blocks_argmax,493,43.306640625
goog,fixed_blocks_argmax,494,43.30868911743164
goog,fixed_blocks_argmax,495,43.30849075317383
goog,fixed_blocks_argmax,496,43.310791015625
goog,fixed_blocks_argmax,497,43.310611724853516
goog,fixed_blocks_argmax,498,43.310611724853516
goog,fixed_blocks_argmax,499,43.36241149902344
goog,fixed_blocks_argmax,500,43.37792205810547
goog,fixed_blocks_argmax,501,43.38207244873047
goog,fixed_blocks_argmax,502,43.384647369384766
goog,fixed_blocks_argmax,503,43.385318756103516
goog,fixed_blocks_argmax,504,39.30699921
goog,fixed_blocks_argmax,505,39.34500122
goog,fixed_blocks_argmax,506,39.70100021
goog,fixed_blocks_argmax,507,40.30749893
goog,fixed_blocks_argmax,508,40.33250046
goog,fixed_blocks_argmax,509,40.23949814
goog,fixed_blocks_argmax,510,40.39550018
goog,fixed_blocks_argmax,511,40.31800079
goog,fixed_blocks_argmax,512,40.39400101
goog,fixed_blocks_argmax,513,40.23049927
goog,fixed_blocks_argmax,514,40.30350113
goog,fixed_blocks_argmax,515,40.10874939
goog,fixed_blocks_argmax,516,40.25099945
goog,fixed_blocks_argmax,517,40.96549988
goog,fixed_blocks_argmax,518,41.19350052
goog,fixed_blocks_argmax,519,41.78350067
goog,fixed_blocks_argmax,520,41.78350067138672
goog,fixed_blocks_argmax,521,41.81446838378906
goog,fixed_blocks_argmax,522,41.82114028930664
goog,fixed_blocks_argmax,523,41.825382232666016
goog,fixed_blocks_argmax,524,41.82726287841797
goog,fixed_blocks_argmax,525,41.8305549621582
goog,fixed_blocks_argmax,526,41.81370162963867
goog,fixed_blocks_argmax,527,41.81724548339844
goog,fixed_blocks_argmax,528,41.822940826416016
goog,fixed_blocks_argmax,529,41.825645446777344
goog,fixed_blocks_argmax,530,41.825645446777344
goog,fixed_blocks_argmax,531,41.84087371826172
goog,fixed_blocks_argmax,532,41.849037170410156
goog,fixed_blocks_argmax,533,41.8527717590332
goog,fixed_blocks_argmax,534,41.854427337646484
goog,fixed_blocks_argmax,535,41.85467529296875
goog,fixed_blocks_argmax,536,41.85358810424805
goog,fixed_blocks_argmax,537,41.8428840637207
goog,fixed_blocks_argmax,538,41.84659194946289
goog,fixed_blocks_argmax,539,41.85122299194336
goog,fixed_blocks_argmax,540,41.85122299194336
goog,fixed_blocks_argmax,541,41.900020599365234
goog,fixed_blocks_argmax,542,41.91607666015625
goog,fixed_blocks_argmax,543,41.91964340209961
goog,fixed_blocks_argmax,544,41.92055130004883
goog,fixed_blocks_argmax,545,41.9195556640625
goog,fixed_blocks_argmax,546,41.91380310058594
goog,fixed_blocks_argmax,547,41.88075637817383
goog,fixed_blocks_argmax,548,41.88676452636719
goog,fixed_blocks_argmax,549,41.904151916503906
goog,fixed_blocks_argmax,550,41.904151916503906
goog,fixed_blocks_argmax,551,41.941951751708984
goog,fixed_blocks_argmax,552,41.96233367919922
goog,fixed_blocks_argmax,553,41.97256088256836
goog,fixed_blocks_argmax,554,41.97704315185547
goog,fixed_blocks_argmax,555,41.97747039794922
goog,fixed_blocks_argmax,556,41.976539611816406
goog,fixed_blocks_argmax,557,41.977264404296875
goog,fixed_blocks_argmax,558,41.97572326660156
goog,fixed_blocks_argmax,559,41.97708511352539
goog,fixed_blocks_argmax,560,41.97708511352539
goog,fixed_blocks_argmax,561,42.03071594238281
goog,fixed_blocks_argmax,562,42.03593063354492
