protocol,run,kind,n_days,start_mean,end_mean,first_start,last_end,min,max,mean,std,return_mean,return_std,block_jump_abs_mean
random_init,5,blocks,25200,1850.1573486328125,1936.7392578125,1552.47998046875,1951.996337890625,1161.7900390625,2243.33984375,1902.741943359375,268.550537109375,0.00010332748206565157,0.01345774345099926,312.8526916503906
random_init,6,blocks,25200,1753.7384033203125,1838.182373046875,1697.3699951171875,2097.6689453125,1158.6700439453125,2243.45751953125,1804.02001953125,291.0907287597656,0.00013355480041354895,0.015589552000164986,349.42669677734375
random_init,7,blocks,25200,1780.8287353515625,1862.5701904296875,1380.030029296875,1465.1263427734375,1205.3499755859375,2289.697265625,1828.810302734375,308.6545104980469,0.00013268960174173117,0.015957197174429893,367.7447204589844
random_init,8,blocks,25200,1816.7696533203125,1895.34765625,2099.1298828125,1462.656982421875,1158.6700439453125,2289.53857421875,1861.67529296875,283.6835632324219,0.00011187243217136711,0.015801284462213516,353.3922119140625
random_init,9,blocks,25200,1763.3714599609375,1845.65869140625,1649.5999755859375,2101.86865234375,1158.6700439453125,2289.423583984375,1811.6300048828125,293.2955627441406,9.93979410850443e-05,0.012914871796965599,276.0168762207031
random_init,10,blocks,25200,1833.762939453125,1906.8380126953125,1763.31005859375,2289.515869140625,1161.7900390625,2289.622314453125,1873.0682373046875,294.3285217285156,0.00013546923582907766,0.01598520763218403,363.3573303222656
random_init,11,blocks,25200,1815.6796875,1891.9542236328125,1552.47998046875,1488.919921875,1161.7900390625,2289.599365234375,1858.1146240234375,286.6504821777344,9.289396984968334e-05,0.013650107197463512,304.77630615234375
random_init,12,blocks,25200,1768.9593505859375,1853.9490966796875,1949.43994140625,2165.778076171875,1158.6700439453125,2289.5986328125,1820.1695556640625,288.2669677734375,0.00011830400035250932,0.014726796187460423,349.9165344238281
random_init,13,blocks,25200,1740.8677978515625,1827.3944091796875,1977.6500244140625,1564.7894287109375,1158.6700439453125,2289.564697265625,1793.710693359375,287.7467346191406,8.597951818956062e-05,0.013783182017505169,294.72552490234375
random_init,14,blocks,25200,1771.052001953125,1848.024169921875,1444.489990234375,1405.923095703125,1205.3499755859375,2289.5595703125,1814.5057373046875,297.7099609375,0.00012059939763275906,0.015477812848985195,366.9854736328125
random_init,15,blocks,25200,1780.3798828125,1848.817626953125,1501.9599609375,1406.8363037109375,1158.6700439453125,2289.43798828125,1815.5093994140625,311.1738586425781,0.00014297320740297437,0.01709243282675743,386.94732666015625
random_init,16,blocks,25200,1800.2606201171875,1883.7796630859375,1380.030029296875,1406.8656005859375,1158.6700439453125,2289.552001953125,1850.5106201171875,278.19293212890625,9.836225217441097e-05,0.013633189722895622,326.29071044921875
random_init,17,blocks,25200,1727.2431640625,1805.715576171875,2063.5,1418.2391357421875,1158.6700439453125,2236.298095703125,1772.1568603515625,290.1896057128906,9.992405830416828e-05,0.014981662854552269,337.9093017578125
random_init,18,blocks,25200,1754.7015380859375,1832.4971923828125,2114.14990234375,1521.7901611328125,1158.6700439453125,2243.3212890625,1798.6600341796875,279.018310546875,0.00010596444917609915,0.01529010385274887,350.0358581542969
random_init,19,blocks,25200,1757.3477783203125,1836.3939208984375,1511.949951171875,2211.71044921875,1205.3499755859375,2289.5654296875,1802.58349609375,290.963134765625,0.00012673638411797583,0.014606041833758354,340.2552795410156
random_init,20,blocks,25200,1811.4058837890625,1886.4326171875,2033.1099853515625,2140.97216796875,1158.6700439453125,2289.6923828125,1852.1015625,310.6798095703125,0.00012245067046023905,0.015516545623540878,326.8658142089844
random_init,21,blocks,25200,1777.2833251953125,1861.1695556640625,2083.25,1910.673095703125,1158.6700439453125,2289.529052734375,1827.79248046875,298.8631591796875,0.00011151884245919064,0.014702818356454372,331.0531921386719
random_init,22,blocks,25200,1842.5362548828125,1921.34912109375,1357.97998046875,1919.301025390625,1161.7900390625,2243.20849609375,1887.5709228515625,273.5665588378906,0.00011059318785555661,0.014156164601445198,292.495849609375
random_init,23,blocks,25200,1762.5570068359375,1848.26611328125,1380.030029296875,1488.849609375,1158.6700439453125,2211.7314453125,1814.362548828125,287.1138000488281,0.0001399911125190556,0.016252625733613968,381.3701171875
random_init,24,blocks,25200,1789.8128662109375,1871.782958984375,1457.3399658203125,1489.1324462890625,1158.6700439453125,2289.625732421875,1837.9656982421875,284.4724426269531,0.00010122511594090611,0.013833694159984589,319.7027587890625
random_init,25,blocks,25200,1775.1707763671875,1847.5263671875,1405.52001953125,2167.599365234375,1161.7900390625,2243.27099609375,1814.3267822265625,300.46514892578125,0.00011428528523538262,0.013846096582710743,310.302490234375
random_init,26,blocks,25200,1785.9078369140625,1872.8631591796875,2085.179931640625,1624.44287109375,1158.6700439453125,2289.54248046875,1838.789306640625,292.7711486816406,0.0001250214409083128,0.016134468838572502,375.9444885253906
random_init,27,blocks,25200,1803.897705078125,1878.87158203125,1890.9000244140625,1406.8387451171875,1158.6700439453125,2236.317626953125,1845.6795654296875,281.8980407714844,0.00010940792708424851,0.015411061234772205,336.7225341796875
random_init,28,blocks,25200,1772.9693603515625,1860.98046875,1409.4599609375,2163.2646484375,1158.6700439453125,2289.60888671875,1826.715087890625,297.4106140136719,0.00015110730601008981,0.01635357365012169,362.53326416015625
random_init,29,blocks,25200,1815.94189453125,1908.1845703125,1418.1300048828125,2165.774658203125,1158.6700439453125,2289.557861328125,1873.991943359375,272.7588806152344,0.000131366410641931,0.014763599261641502,343.98284912109375
single,0,continuous,25200,1214.3135986328125,7055.716796875,1253.300048828125,7085.06787109375,1161.7900390625,7085.06787109375,4138.0341796875,1701.5709228515625,6.884995673317462e-05,0.0004589662130456418,
single,1,continuous,25200,1214.4139404296875,7054.5537109375,1253.300048828125,7083.96240234375,1161.7900390625,7083.96240234375,4137.53759765625,1701.366455078125,6.884375034132972e-05,0.0004589306190609932,
single,2,continuous,25200,1214.345458984375,7056.2431640625,1253.300048828125,7085.6298828125,1161.7900390625,7085.6298828125,4138.16796875,1701.7398681640625,6.885308539494872e-05,0.0004589432501234114,
single,3,continuous,25200,1214.3531494140625,7057.16357421875,1253.300048828125,7086.54541015625,1161.7900390625,7086.54541015625,4138.9931640625,1701.86669921875,6.885821494506672e-05,0.000458943541161716,
single,4,continuous,25200,1214.4317626953125,7056.2197265625,1253.300048828125,7085.62060546875,1161.7900390625,7085.62060546875,4138.3837890625,1701.6783447265625,6.885304901516065e-05,0.0004589554446283728,
single,5,continuous,25200,1214.371826171875,7056.3203125,1253.300048828125,7085.68798828125,1161.7900390625,7085.68798828125,4138.38916015625,1701.7818603515625,6.885342736495659e-05,0.0004589658055920154,
single,6,continuous,25200,1214.4141845703125,7056.14501953125,1253.300048828125,7085.5361328125,1161.7900390625,7085.5361328125,4138.3427734375,1701.6773681640625,6.885257607791573e-05,0.0004589534364640713,
single,7,continuous,25200,1214.2611083984375,7055.9365234375,1253.300048828125,7085.2958984375,1161.7900390625,7085.2958984375,4138.1748046875,1701.686767578125,6.885122274979949e-05,0.00045894403592683375,
single,8,continuous,25200,1214.3746337890625,7055.123046875,1253.300048828125,7084.541015625,1161.7900390625,7084.541015625,4137.544921875,1701.318115234375,6.884698814246804e-05,0.0004589277959894389,
single,9,continuous,25200,1214.3807373046875,7055.92431640625,1253.300048828125,7085.359375,1161.7900390625,7085.359375,4138.3642578125,1701.45458984375,6.885157199576497e-05,0.00045894228969700634,
single,10,continuous,25200,1214.3284912109375,7055.45458984375,1253.300048828125,7084.8583984375,1161.7900390625,7084.8583984375,4138.19287109375,1701.5289306640625,6.884877802804112e-05,0.0004589516029227525,
single,11,continuous,25200,1214.3592529296875,7055.77001953125,1253.300048828125,7085.14013671875,1161.7900390625,7085.14013671875,4138.005859375,1701.470947265625,6.885034963488579e-05,0.0004589487216435373,
single,12,continuous,25200,1214.28125,7054.97021484375,1253.300048828125,7084.2880859375,1161.7900390625,7084.2880859375,4137.9150390625,1701.39794921875,6.884556933073327e-05,0.0004589456657413393,
single,13,continuous,25200,1214.33056640625,7056.1728515625,1253.300048828125,7085.521484375,1161.7900390625,7085.521484375,4138.10595703125,1701.7427978515625,6.885249604238197e-05,0.00045896045048721135,
single,14,continuous,25200,1214.366455078125,7055.09619140625,1253.300048828125,7084.48486328125,1161.7900390625,7084.48486328125,4137.6484375,1701.354736328125,6.884667527629063e-05,0.0004589522141031921,
single,15,continuous,25200,1214.5419921875,7056.66845703125,1253.300048828125,7086.05029296875,1161.7900390625,7086.05029296875,4138.703125,1701.779296875,6.885545735713094e-05,0.0004589652526192367,
single,16,continuous,25200,1214.279296875,7054.748046875,1253.300048828125,7084.0380859375,1161.7900390625,7084.0380859375,4137.443359375,1701.3131103515625,6.884417962282896e-05,0.0004589532327372581,
single,17,continuous,25200,1214.3095703125,7056.22998046875,1253.300048828125,7085.64453125,1161.7900390625,7085.64453125,4138.36181640625,1701.77001953125,6.88531799823977e-05,0.0004589575401041657,
single,18,continuous,25200,1214.3485107421875,7055.23828125,1253.300048828125,7084.70263671875,1161.7900390625,7084.70263671875,4137.56396484375,1701.409423828125,6.884789763716981e-05,0.0004589581221807748,
single,19,continuous,25200,1214.4283447265625,7056.2314453125,1253.300048828125,7085.62548828125,1161.7900390625,7085.62548828125,4138.23779296875,1701.660400390625,6.88530781189911e-05,0.00045897948439233005,
single,20,continuous,25200,1214.33447265625,7055.6376953125,1253.300048828125,7085.033203125,1161.7900390625,7085.033203125,4138.1669921875,1701.54736328125,6.884974573040381e-05,0.0004589560267049819,
single,21,continuous,25200,1214.3543701171875,7056.6865234375,1253.300048828125,7086.03271484375,1161.7900390625,7086.03271484375,4138.82080078125,1701.7103271484375,6.885534821776673e-05,0.00045894880895502865,
single,22,continuous,25200,1214.3353271484375,7055.83154296875,1253.300048828125,7085.173828125,1161.7900390625,7085.173828125,4138.265625,1701.5296630859375,6.885053880978376e-05,0.00045895931543782353,
single,23,continuous,25200,1214.32861328125,7055.34423828125,1253.300048828125,7084.74658203125,1161.7900390625,7084.74658203125,4137.8388671875,1701.502685546875,6.88481522956863e-05,0.00045895337825641036,
single,24,continuous,25200,1214.38134765625,7055.861328125,1253.300048828125,7085.2314453125,1161.7900390625,7085.2314453125,4138.3720703125,1701.529296875,6.88508662278764e-05,0.0004589567834045738,
single,25,continuous,25200,1214.122802734375,7055.693359375,1253.300048828125,7085.07177734375,1161.7900390625,7085.07177734375,4138.17919921875,1701.6546630859375,6.884996400913224e-05,0.00045894706272520125,
single,26,continuous,25200,1214.3680419921875,7055.587890625,1253.300048828125,7085.0048828125,1161.7900390625,7085.0048828125,4137.9833984375,1701.60498046875,6.884959293529391e-05,0.0004589385353028774,
single,27,continuous,25200,1214.3564453125,7055.732421875,1253.300048828125,7085.1083984375,1161.7900390625,7085.1083984375,4138.12744140625,1701.5194091796875,6.885016773594543e-05,0.00045894423965364695,
single,28,continuous,25200,1214.3682861328125,7056.2392578125,1253.300048828125,7085.59033203125,1161.7900390625,7085.59033203125,4138.806640625,1701.7020263671875,6.885288166813552e-05,0.0004589617601595819,
single,29,continuous,25200,1214.2869873046875,7054.5732421875,1253.300048828125,7083.85107421875,1161.7900390625,7083.85107421875,4137.56201171875,1701.2044677734375,6.884313188493252e-05,0.0004589601303450763,
